pos_weight,val_auc,val_loss
1.0,0.5851851851851851,0.8177983301716882
1.5,0.5851851851851851,0.7089719289057964
2.0,0.5851851851851851,0.7501707882494539
3.0,0.5814814814814815,0.9841613012391168
